id	title	author	published	language	avg_rating	ratings_count	review_count	genre_1	genre_2	genre_2	to_read	currently_reading	favorites
25476077	Carolina Dreaming	Virginia Kantra	2016-02-02	English	4.08	411	96	Romance	Romance	Contemporary Romance	692	13	4
21888634	All I Love and Know	Judith Frank	2014-07-15		3.73	2089	375	Fiction	Glbt	Contemporary	2133	81	9
13758282	Tobias Hurwitz's Serious Shred -- Advanced Chords: Get Your Fingers to Play What's in Your Head, Book & DVD	Alfred A. Knopf Publishing Company	2012-01-01	English	0.0	0	0						
4978350	Iamblichus: De Mysteriis	Emma C. Clarke	1497-10-31		4.19	77	5						
35613840	Евгений Соколов	Serge Gainsbourg	1980-03-20	Russian	3.55	161	14						
3455957	Kangaroos	Jill Anderson	2006-03-01	English	4.0	2	0						
35991564	Praradimas	Sarah Mallory	2015-10-27	Lithuanian	3.66	35	5						
30159053	Wilhelm Meisters Wanderjahre : Oder Die Entsagenden	Johann Wolfgang von Goethe	1829-10-31		3.58	53	4						
17855651	Falling Deeper	S.T. Prussing	2013-04-18	English	4.17	48	2						
26461685	Lily's Tomato	Cece Wilson	2015-07-15		0.0	0	0						
33287978	El zoo de los minicuentos en ingles / Now I'm Reading! The Mini-Stories Zoo in English	Nora Gaydos	2009-06-30	English	0.0	0	0						
16055550	Преуспяване чрез силата на мисълта	Bruce MacLelland	2004-07-26	Bulgarian	4.4	5	0						
3304782	O to Be a Dragon	Marianne Moore	1957-09-17	English	3.88	26	3						
29121086	Hebrew Life and Thought: Being Interpretative Studies in the Literature of Israel	Louise Seymour Houghton	2015-09-27		0.0	0	0						
19622952	Origins of Mind	Liz Swan	2012-01-01	English	4.5	2	0						
3147715	A Life Well Spent	Russ Crosson	1994-09-01	English	3.88	8	1						
21711833	Sagitarius : the Fall of the Centaur	Philip Vago			5.0	1	0						
15222563	Soul of the Cinema	Timm		English	0.0	0	0						
15037302	A Moment in Time: Book One	Steve D. Wilson		English	0.0	0	0						
3057184	Budget Tools: Financial Methods In the Public Sector	Greg G. Chen	2008-03-25	English	2.73	26	1						
25921589	A Holiday Book: THANKSGIVING	Lee Wyndham	2012-11-04	English	4.0	2	0						
32478313	Shared For The First Time : Threesomes Without Limits	E.M. Smart	2016-10-03	English	4.0	2	0						
23102351	A Guide to European Union Law and Institutions	Richard Wallis	2010-05-24		0.0	0	0						
1158241	S.R. Ranganathan And The West	Ravindra N. Sharma	1993-06-01		0.0	0	0						
30930155	The American Handbook of Ornamental Trees	Thomas Meehan	2008-06-01		0.0	0	0						
17312682	Internal Evidence Of Inspiration	Harry Rimmer	1938-01-01		0.0	0	0						
34962200	An Appetite for Love	Elaine Young	2017-04-22		3.0	3	0						
10425977	Mrs. Budlong's Christmas presents	Rupert Hughes	1912-10-31	English	3.55	11	2						
6366020	Um dia daqueles	Bradley Trevor Greive	2000-10-31	Portuguese	4.05	2064	223	Nonfiction	Humor	Self Help	80	4	23
35131405	Green Hat: a collection of poems	Obehi Monday Akhimien	2015-04-11		0.0	0	0						
34077660	Joseph Rides a Paddlewheeler	Tricia S	2017-01-18		0.0	0	0						
28700430	The Donut and the Hole: A Comic Spy Story	Claire Ortalda	2013-09-18	English	0.0	0	0						
2294725	Die Rhetorik Des Aristoteles: Ein Beitrag Zur Theorie Der Alltagsargumentation Und Zur Syntax Von Komplexen Saetzen	Ekkehard Eggs	1984-12-31	English	0.0	0	0						
11688118	Causality and Its Application: Samkhya, Bauddha, and Nyaya	Jaysankar Lal Shaw	2005-01-28		0.0	0	0						
36503807	Η αδελφή Σαν Σουλπίσιο	Armando Palacio Valdés	1889-10-31	Greek, Modern (1453-)	3.42	24	6						
20445095	Chrissy's Schoolgirl Fun With Principal	Cassandra Zara	2013-01-11	English	2.0	1	0						
1904794	The South African War: The Anglo-Boer War, 1899-1902	Peter Warwick	1980-10-31	English	4.0	1	0						
36063215	抗战现场——《伦敦新闻画报》1937-1938年	沈弘	2005-10-31	Chinese	3.0	1	1						
26218946	Spiderworld	Richard Bunning	2015-06-15		4.67	12	10						
23237943	Onbalans	Bart Van der Straeten	2014-06-30	Dutch	3.6	5	0						
26931404	Wild Oats	Veronica Henry	2004-01-01	English	3.88	295	28						
14687142	Salomos Oder	Degaard Rune	2011-01-01	Norwegian	0.0	0	0						
35264310	Moterys meluoja geriau. I dalis	Daiva Vaitkevičiūtė	2002-01-01	Lithuanian	2.89	18	1						
18733108	Buddhist Catnaps and Broken-Down Hymns: Stories	Tommy Housworth	2013-10-01	English	4.44	9	3						
30341855	Save Time and Money Box Set	Tamara Norton	2016-06-01	English	0.0	0	0						
31074417	The Science of Homoeopathy: Or, a Critical and Synthetical Exposition of the Doctrines of the Homoeopathic School	Charles Julius Hempel	2016-05-19		0.0	0	0						
12366374	Banquo's Ghosts	Rich Lowry	2009-10-31	English	3.42	98	20						
1970154	The Rough Guide to Saxophone Tipbook, 1st Edition	Hugo Pinksterboer	2000-10-01	English	4.0	1	0						
3521351	Managing computers in health care: A guide for professionals	John Abbott Worthley	1982-10-31		0.0	0	0						
11313958	The Lure of the Land; Farming After Fifty	Harvey Washington Wiley	1915-01-01	English	2.0	1	1						
28044249	On His Watch	Katie Ruggle	2016-01-05	English	3.71	857	185	Romance	Romance	Romantic Suspense	546	89	4
2570159	Ma Belle-Mere Adoree	Skip Moen	1998-01-01	English	0.0	0	0						
13387373	The Umbrella Theory: A Unique and Humorous Journey of the Dichotomy of Modern Management and the Dynamics of Human Behavior	James D. Shrum		English	0.0	0	0						
2139158	The Alternative Culture: Socialist Labor in Imperial Germany	Vernon L. Lidtke	1985-01-31	English	3.0	1	0						
23111217	Les Chrétiens de l'Antiquité tardive et leurs identités multiples, Afrique du Nord, 200-450 après J.-C.	Eric Rebillard	2014-09-22	French	0.0	0	0						
23167694	Pretty Prudent Home: Your Ultimate Guide to Creating a Beautiful Family Home	Jacinda Boneau	2015-03-31		3.31	26	1						
19969304	To Have a Husband	Carole Mortimer	2011-02-21	English	3.17	123	8						
29598953	Beyit: Red Dragon	Flame Tree			0.0	0	0						
33966659	COMPLETE WORKS OF ST. THOMAS AQUINAS: SUMMA THEOLOGICA, ON PRAYER AND THE CONTEMPLATIVE LIFE  - Annotated CHRISTIANITY BELIEFS AND PRACTICES	Thomas Aquinas	2017-01-20		5.0	1	0						
13380142	Seduction Creek	Avery Flynn	2012-10-31		4.18	156	61						
3991717	The Confetti Generation: How The New Communications Technology Is Fragmenting America	William J. Donnelly	1986-01-01	English	3.0	4	0						
28084387	Weird Yuletide Tales: Volume Three	Scott F. Neve	2015-11-26	English	0.0	0	0						
34119331	Road Rash	Neil West	1992-10-31	English	4.0	1	0						
25984481	Blackmail Cop: No Escape	Vanessa Von Vine	2015-07-21	English	0.0	0	0						
27032019	The Queen's Maries: A Romance of Holyrood	George Whyte-Melville	1862-10-31		4.0	1	0						
13391556	Unknown Book 13391556	Unknown Author 557			5.0	1	0						
35703786	Skarsnik	Guy Haley			4.15	95	14						
5499130	Antivirals with Clinical Potential	Thomas C. Merigan	1977-01-01	English	0.0	0	0						
12017132	Caminos del Destino	Antoni Tresserras		Spanish	2.67	3	1						
885113	A Blade of Grass: A Novel	Lewis DeSoto	2003-01-01	English	3.64	897	120	Fiction	Cultural	Africa	545	25	9
28892772	A History of the Christian Church	Williston Walker	1918-10-31		3.74	123	21						
5939522	Spell It Right!	Ray C. Meyers	1979-06-01	English	0.0	0	0						
159583	Grounding for the Metaphysics of Morals/Metaphysical Principles of Virtue	Immanuel Kant	1995-10-01	English	3.41	22	1						
34125277	The Great Soul of Man, or the Soul in Its Likeness to God, Its Nature, Operations, and Everlasting State Discoursed	Thomas Beverley	2017-02-01		0.0	0	0						
4749579	Me, Myself, and I: Youth Meditations for Grades 5-8	Sandra McLeod Humphrey	2008-05-01	English	4.33	9	4						
3152405	Somewhere, My Love	Karen Fox	1997-07-31	English	4.03	29	4						
12870101	CODENAME: THE REVELATION SECRET: EYES ONLY	Damon	2011-06-30		0.0	0	0						
557524	Fragments	Edward Albee	1995-10-31		3.0	20	1						
15621732	Einkommensverteilung Und Armut: Deutschland Auf Dem Weg Zur Vierfunftel-Gesellschaft?	Irene Becker		English	0.0	0	0						
31363903	Pharmacist's Manual: An Informational Outline of the Controlled Substances Act	DEA	2016-06-15	English	0.0	0	0						
35907852	Charles Dickens: The Writer and His Work	Barbara Nathan Hardy			3.0	3	0						
19266565	Taking Control Of Anxiety	Sarah Victor	2012-02-13	English	4.0	1	0						
30777294	The Un-Familiar: A Tale of Cats and Gods	Lynne M. Hinkey	2016-07-01		4.25	4	2						
10301276	When the Sacred Ginmill Closes	Lawrence Block	1986-10-31	English	4.16	4146	222	Mystery	Mystery	Crime	241	38	20
4012771	Growing Through Conflict	Erwin W. Lutzer	1992-10-01	English	4.5	2	1						
3788322	China: Asia's Next Economic Giant?	Dwight H. Perkins	1986-10-31	English	0.0	0	0						
21623830	The Challenge	J.J. Argus	2011-02-28		3.75	4	1						
23397593	Gato Escaldado Tem Nove Vidas	Jeffrey Archer	2006-10-31	Portuguese	3.68	5182	304	Short Stories	Fiction	Mystery	1452	54	15
28952859	BIG JUGS!	Molly Milch	2016-02-05	English	0.0	0	0						
3142692	The One I Turn To: "Now is the Time to Follow Christ"	Julie Pisacane			0.0	0	0						
34105681	the artists' sketchbook and its uses	Rex Brandt			2.0	1	0						
26463373	Ricardo	Emilio Castelar			0.0	0	0						
18270131	Byzantine Philanthropy and Social Welfare	Demetrios J. Constantelos	1968-10-31	English	4.0	3	1						
25700651	Willst du gesund werden? Heilsame biblische Geschichten, nacherzählt für zweifelnde Menschen	Hartwig Burgdörfer	2009-06-09	English	0.0	0	0						
17306844	Seksuologie	Ine Vanwesenbeeck	2009-11-27	Dutch	3.4	5	0						
25307027	The Perfect Pitch	L.M. Pampuro	2015-04-06	English	4.0	1	0						
30500500	Vegetables for Exhibition and Home Consumption ... in the United Kingdom	Edwin Beckett	2016-04-28		0.0	0	0						
19383266	Basics of Winning Lotto & Lottery	Prof. Jones	1991-06-30	English	3.0	3	1						
25774889	Mara	Ioan Slavici	1906-10-31	English	3.0	3536	39	European Literature	Romanian Literature	Classics	247	44	8
26270206	Chronicles of London	Charles Lethbridge Kingsford	2015-03-19		0.0	0	0						
32139235	The Value of Isolation in Controlling the Spread of Pneumonia	John W. Meehan			0.0	0	0						
25303405	How to let go of someone that you cannot Have	Sean Begle	2014-07-18	English	0.0	0	0						
33315364	Atomrakete: Interkontinentalrakete, Pluton, Titan, MGM-31 Pershing, Atlas, R-7, Liste Der Nuklearen Boden-Boden-Raketen, Thor, Iskander	Quelle Wikipedia			0.0	0	0						
17325272	The Christopher Chronicles, Age 5 - 2nd Edition	Kenya Gallion Johnson	2012-10-22		4.5	2	1						
6397647	Ouran High Host Club, Volume 13	Bisco Hatori		English	4.51	7525	103	Sequential Art	Manga	Romance	1447	14	60
32260214	The Works of the Right Honorable Edmund Burke; Volume 09	Edmund Burke	2005-10-31		3.0	1	0						
28904637	Science and Culture, and Other Essays	Thomas Henry Huxley	2009-02-11		0.0	0	0						
3461461	Physician's Guide to Arthropods of Medical Importance	Jerome Goddard	1993-04-01	English	0.0	0	0						
36257644	Beckett Samuel - Dzieła dramatyczne	Samuel Beckett	1988-10-31	Polish	0.0	0	0						
35468262	The Tree of Life: A Study in Magic	Israel Regardie	1931-11-30		4.13	908	20	Occult	Occult	Magick	932	65	3
19287526	Simply Quinoa - 30 Simple Quinoa Recipes	Marriah Tobar	2013-03-25	English	3.0	9	0						
3169397	Executive Writing	Harriet Diamond	1997-01-01	English	0.0	0	0						
15493060	El Jardi de La Boira	Francesc Pascual Greoles		English	0.0	0	0						
35550991	Raspberry Pi Projects	Daniel Anthony	2017-06-05		0.0	0	0						
1134369	Better An Old Fart Than A Young Shithead	Martin Riskin			0.0	0	0						
29634901	IT MIGHT HAE BEEN WORSE	John Cooper	2016-03-19	English	5.0	1	0						
28278413	Kill Me Quick!	Paul D. Brazill	2015-12-12		4.71	14	10						
19915585	EU membership: An unfeasible plan for Turkey	Annemarie Wendicke	2008-05-30	English	4.0	1	0						
206877	Zaide: Histoire Espagnole	Madame de La Fayette	1996-01-01	French	3.39	28	0						
26270224	Scientific Papers of Asa Gray	A. Gray	1889-12-01		0.0	0	0						
28328746	Marketing in Food, Hospitality, Tourism and Events	Craig Hirst	2012-06-01	English	0.0	0	0						
34121797	Girl. Cage! Eat?: a kinky romantic-comedy short	Vita Amory	2017-01-22		0.0	0	0						
16057064	Dramatic Critic: Selected Reviews	Charles Morgan	2013-04-01	English	0.0	0	0						
14229656	The Present State of the Revenues and Forces, by Sea and Land, of France and Spain: Compar'd with Those of Great Britain: Being an Essay to Demonstrate the Disadvantages Under Which France Must Enter Into the Present War, If the Natural Force Of...	Anonymous	2012-02-01	English	0.0	0	0						
22517708	Interpersonal Communication: Building Your Foundations for Success	Michelle Burch Coleman	1753-01-01		0.0	0	0						
25996657	Lost Without Him	Talisa Shannon		English	5.0	4	1						
33292741	Os garotos de Emmanuelle	Emmanuelle Arsan		Portuguese	0.0	0	0						
21747357	Theme-Based Dictionary: British English-Georgian - 9000 words	Andrey Taranov	2013-07-20		0.0	0	0						
18427373	The Anthology of Indian Literature	Various	2012-10-31	English	0.0	0	1						
25119759	kenkoudaigakusoukangou	only you publish sction	2015-02-10	English	0.0	0	0						
4427972	Prophecy's Light On Today	Charles Gallaudet Trumbull	1937-10-31	English	0.0	0	0						
21959993	An Antique Man	Merrill Joan Gerber			0.0	0	0						
20548086	Narrative of a Tour in North America Volume 2	Henry Tudor	2014-01-01		0.0	0	0						
19093527	30 Ways to Better Days: How to Rally After You've Been Dumped	Caird Urquhart	2011-11-01	English	1.0	1	0						
1272778	مصدق و حاکمیت ملت	محمد بسته نگار			3.5	2	0						
33877954	A Shift In Loyalty	Misty Provencher	2017-01-16	English	2.0	1	0						
35649982	Hunted A Jonathan Harker Novel	Christopher Draven	2017-05-28		4.57	23	9						
31492897	The Complete Book of Beer Drinking Games	Andy Griscom	1999-07-27		0.0	0	0						
25142321	My Little Pony: Friendship is Magic #26	Katie Cook	2014-12-24	English	4.13	23	1						
34608266	Alaskan People: Stories of Yesteryear & Today	Edward May	2017-03-15		4.0	1	0						
22948976	Nowe Us?ugi 2.0. Przewodnik Po Analizie Zbiorow Danych	Toby Segaran			5.0	1	0						
21092590	JFK'S Assassination 50 Years On	Mike Sullivan	2013-11-17	English	0.0	0	0						
22512169	Unwound	Lorelei James	2014-03-25	English	4.16	4619	366	Erotica	Bdsm	Adult Fiction	499	88	40
22233797	Young Adult Literature and Multimedia: A Quick Guide	Sharron McElmeel		English	5.0	1	0						
27552759	Mnemosyne, Volumes 3-4	Ernst Julius Kiehl	2015-09-18		0.0	0	0						
26412621	Annals of Calais, Maine and St. Stephen, New Brunswick: Including the Village of Milltown, Me;, and the Present Town of Milltown, N. B	Isaac Case Knowlton	2015-07-20		0.0	0	0						
3775743	The World of the Wild Turkey	James C. Lewis	1972-12-31	English	4.0	1	0						
1925852	The Entertainment Economy: How Mega-Media Forces Are Transforming Our Lives	Michael J. Wolf	1999-03-09	English	3.61	28	0						
4621567	Reaching For A Star: The Final Campaign For Alaska Statehood	Gerald E. Bowkett	1989-05-01	English	0.0	0	0						
26735922	Annual Gathering of the Clan MacLean Association of North America	The Clan MacLean Association of North Am			0.0	0	0						
1985290	Instant Science for Primary Grades	Sam E. Brown	1990-06-30	English	0.0	0	0						
791678	I Like to Talk to God	Karen Nicola	1995-05-31	English	0.0	0	0						
30909151	The Iphigeneia at Aulis of Euripides: With Introduction and Notes	Euripides	0410-10-31		4.0	2477	55	Plays	Classics	Drama	19	14	11
15619705	Apo Ten Ionia Sto Demokratiko Strato	Giannes S. Kilismanes		English	0.0	0	0						
15635313	Don Durito de La Lacandona	Subcomandante Marcos	2004-01-01	English	4.38	68	6						
17800049	Nosy Neighbor	Fern Michaels	2005-05-24		3.88	2836	114	Romance	Fiction		1007	60	6
30250544	Hexenwerk: Wildkräuter-Sammelsurium rund um's Jahr	Ulla Janascheck	2015-12-09	German	0.0	0	0						
21272271	Oh No! We're Gonna Die: Humorous Tales of Close Calls in the Alaskan Wilderness	Bob Bell	2006-01-01	English	3.55	47	9						
5635665	Solar System	Mike Goldsmith		English	3.96	24	2						
13752550	Business Management for Entrepreneurs	Cecile Nieuwenhuizen	2007-01-01	English	4.0	2	0						
28988172	The Mirror of Literature, Amusement, and Instruction, Volume 25	Reuben Percy	2015-12-13		0.0	0	0						
13563448	Penjelasan Hasil Tes STIFIn	Farid Poniman	2012-01-14	Indonesian	3.71	7	0						
17791805	O sermão profético	Cláudio Fajardo	2006-10-31	Portuguese	0.0	0	0						
15778749	Nem Por Sonhos	E.S. Tagino	2007-10-02	Portuguese	3.0	1	0						
17929683	Along the River that Flows Uphill: From the Orinoco to the Amazon	Richard Starks	2009-10-31		3.64	11	7						
36138421	Į Bankoką per 40 dienų	Saulius Paukštys			0.0	0	0						
4107020	Removable Orthodontic Appliances	Bedrich Neumann		English	0.0	0	0						
31405884	Un Prototype Inedit de La Tapisserie D'"Artemise"	Charles De Beaumont			0.0	0	0						
11146557	Becoming a Professional Tutor in the Lifelong Learning Sector	Jonathan Tummons	2007-02-06	English	4.0	2	0						
1131123	Foolish Virgin	Beverly  Taylor	2006-06-01		4.25	4	1						
32874989	Dancing With My Friend	Anna Powell	2016-11-01	English	0.0	0	0						
22100722	Wissensbilanzierung: Intellektuelles Kapital in der Unternehmensbewertung und periodischen Berichterstattung	Dirk Middelhoff	2008-11-05		0.0	0	0						
24384988	Clinical Decision Support: The Road to Broad Adoption	Robert A Greenes	2014-01-01	English	3.0	2	0						
25963297	Dreaming of Retiring to the Costa Blanca? Vol. 2: Your New Life Starts Here	Yvonne Bartholomew	2015-07-20	English	5.0	1	0						
35804305	Economic Policy and Economic Evaluation of the United Kingdom 2005 - 2015	Julia Schwieger	2017-07-19		0.0	0	0						
27514984	How to Train and Raise a Great Dane Puppy or Dog with Good Behavior	Vince Stead	2011-02-19		2.86	7	1						
18984483	The Best Ever Book of Model Jokes: Lots and Lots of Jokes Specially Repurposed for You-Know-Who	Mark Geoffrey Young	2012-06-15		0.0	0	0						
9307359	Sky of Red Poppies	Zohreh Ghahremani	2010-07-15	English	3.92	1278	200	Historical	Historical Fiction	Fiction	175	36	
31787355	A Handbook of Medical Climatology: Embodying Its Principles and Therapeutic Application with Scientific Data of the Chief Health Resorts of the World	Samuel Edwin Solly	2016-05-23		0.0	0	0						
30336321	أحسن الأجوبة	William Henry Quilliam			3.0	1	0						
32223879	Reports of Cases Civil and Criminal in the United States Circuit Court of the District of Columbia, from 1801 to 1841; Volume 5	United States Circuit Court (District O			0.0	0	0						
22145862	One Swing at a Time: Mental and Physical Training in the Box and on the Field	Nik Edmondson	2014-05-03		0.0	0	0						
34423042	Eine Attische Lekythos Des Berliner Museums, 1895: Funfundfunfzigstes Programm Zum Winckelmannsfeste Der Archaeologischen Gesellschaft Zu Berlin	Franz Winter	2017-02-21		0.0	0	0						
35597152	The Riddle in Willow Grove	Cheryl Weldon	2013-01-06		0.0	0	0						
31107031	Du Rale Des Artame Nerveux	Coulon-E	2016-03-01		0.0	0	0						
26402395	HOME/LIVE	Florida Boys	1992-01-29		0.0	0	0						
35177853	Wild Thoughts Non-Fiction: Miscellanea 1: An anthology of articles	C.A. Broadribb	2017-05-17		0.0	0	0						
7276366	Educacion, Conocimiento y Politica: Argentina, 1983-2003	Mariano I. Palamidessi		Spanish	0.0	0	0						
7419253	Purple Desks	Matthias Schaller	2009-10-01	English	5.0	1	0						
33492089	Ojaru WAN: Ojaru Wanno D Ng Ch Ng Ren Wu y L N, B Nno Shangojaru WAN, Mattari, Qu N Wanrin, Ying Huaojaru WAN Yu Shuno Xia Ojarut	S. Su Wikipedia	2011-09-08		0.0	0	0						
18460772	Soul Eater, tom 1	Atsushi Ohkubo	2004-06-22	Polish	4.3	35536	383	Sequential Art	Manga	Fantasy	16864	199	128
30802816	Warlord of Kor	MR Terry Carr	1963-06-21		0.0	0	0						
4022410	Look Behind You, Thomas Wolfe: Ghosts of a Common Tribal Heritage	Elaine Westall Gould	1976-01-01	English	0.0	0	0						
19866043	The Weather Factor: How Nature Has Changed History	Erik Durschmied	2000-10-31	English	3.43	72	8						
17693994	It Will Be Our Little Secret	Sara M. Barton	2012-01-16		3.0	1	0						
14851600	Houghton Mifflin the Nation's Choice California: Phonics Library Take Home  Grade 1 Can Hit	Houghton Mifflin		English	0.0	0	0						
8245915	Spanish Fly, Volume 4	Tobalina	1998-03-01		0.0	0	0						
18421607	Stardust Melodies: The Biography of Twelve of America's Most Popular Songs	Will Friedwald	2002-04-23		3.75	36	11						
33231326	Nicolas de Staël : Le vertige et la foi	Stéphane Lambert	2014-05-02	French	0.0	0	0						
34913801	Creatures of Will and Temper	Molly Tanzer			4.1	31	16						
24828172	Decimation	Daniel J. Webster	2015-02-01		5.0	2	2						
34483684	The Robe: The Story of the Soldier Who Tossed for Christ's Robe and Won	Lloyd C. Douglas	1942-10-31		4.2	19748	965	Historical	Historical Fiction	Fiction	45		154
2746122	Mysteries and Legends of Montana: True Stories of the Unsolved and Unexplained	Edward Lawrence	2007-06-01	English	3.8	5	0						
4764022	Wie Ist Das Mit Der Liebe?	Sanderijn van der Doef			0.0	0	0						
7112039	The Hero's Sin	Darlene Gardner	2009-10-31	English	3.46	13	1						
16894773	Stahlbau	Rolf Kindmann	2008-09-08		0.0	0	0						
19356161	Unartig	Cosette	2009-01-01	English	4.0	4	0						
36280559	Her Prince Charming	Wendy Silva	2017-09-18		0.0	0	0						
27612490	The Justice and Necessity of Taxing the American Colonies, Demonstrated Together with a Vindication of the Authority of Parliament	Unknown	2011-03-24		0.0	0	0						
26369862	Pneumatic Conveying Design Guide	David Mills	1989-01-01		3.0	1	0						
20443571	Het fluisterkind	Janita Venema	2008-11-30	Dutch	3.5	4	2						
4491997	Teruel: Paisaje del Tiempo	Pedro Rujula Lopez		Spanish	0.0	0	0						
27950260	Parliamentary Debates, Volume 28	Victoria Parliament	2015-09-25		0.0	0	0						
31030527	Poems	Henry W. Parker	2015-09-27		0.0	0	0						
34552051	Remorse, Penal Theory and Sentencing	Hannah Maslen	2015-04-30		0.0	0	0						
13748244	Trials and Tribulations: The Fight Within'	G. Graves	2011-03-01	English	3.5	2	0						
1059096	Thomas Edison, Chemist	Byron M. Vanderbilt	1971-05-05	English	3.0	1	0						
3392089	The Winter Sea	Susanna Kearsley	2008-01-01	English	4.07	48557	5715	Historical	Historical Fiction	Romance	53056	1256	718
24450414	Establishing Luna's Royal Guard	Zeck	2013-10-28	English	0.0	0	0						
26081943	Moses and Paul	Cornelius R. Stam		English	4.0	3	0						
11171196	The Pentagon	Terri DeGezelle	2003-09-01	English	5.0	1	0						
1011305	A Warlock in Whitby	Robin Jarvis	1992-10-31	English	4.03	321	14	Fantasy	Fiction	Young Adult	112	3	1
35653877	Eines Tages wird er nicht mehr kommen: Geschichte	Selim Özdogan	2012-12-04		0.0	0	0						
4583995	Daily Life In The Inca Empire:  Online	Michael A. Malpass		English	3.57	37	10						
20918545	Bonnie	Iris Johansen	2011-10-31		4.05	8520	692	Mystery	Suspense	Fiction	170	121	17
9090618	Denny Hamlin	John     Harper	2010-01-08	English	3.0	1	0						
29464101	History of Friedrich II of Prussia - Volume 17	Thomas Carlyle	2008-04-01		0.0	0	0						
30700087	Life of the Right Hon. Jesse Collings	Jesse Collings	2010-04-08		0.0	0	0						
6557892	Heroes Revealed	Michael Goldman	2009-04-20	English	3.83	12	1						
26021916	The Berserker and the Pedant: The Complete First Season	Josh Powell	2015-04-12	English	3.92	52	26						
2713160	Circus at the Edge of the Earth	Charles Wilkins	1900-10-31	English	3.9	39	9						
30799957	An Essay on Professional Ethics	George Sharswood	1993-11-30		0.0	0	0						
29219005	Simple Things	Kade Boehme	2016-03-14		3.98	772	141	Romance	M M Romance	Contemporary		19	
22357909	北安曇　修羅の断崖	梓林太郎		Japanese	0.0	0	0						
20563205	Frozen Heat	Richard Castle	2012-06-01	English	3.98	11758	1101	Mystery	Fiction	Mystery	90	290	42
4958570	Elementary Language Arts	Philip DiStefano	1984-01-01	English	0.0	0	0						
31715422	The Reading of the Famous and Learned Robert Callis, Esq., Upon the Statute of Sewers: 23 Hen. VIII. C. 5., as It Was Delivered by Him at Gray's Inn, in August, 1622	Robert Callis	2016-05-20		0.0	0	0						
20814849	Sutton Capital Series Boxed Set: Books 1-4	Lori Ryan	2014-02-11	English	4.31	183	12						
26295080	Sisters	Kathleen Norris	2015-07-14		3.0	2	0						
7381654	On Our Own in the Far East: Journals and Letters to Patrick	Bob Godsey	2009-10-31	English	0.0	0	0						
2769449	Gott	Manfred Lütz			3.47	36	2						
16428910	Memory	Philippe Grimbert	2004-01-01		3.6	1684	204	Cultural	France	Fiction	239	24	14
12978601	The Final Season: State of Grace	E.C. Putnam	2010-01-01	English	4.0	2	1						
6025086	Sendas Literarias	Mary Ann Dellinger	2005-10-31	Spanish	0.0	0	0						
25536478	MY STEPBROTHER'S CLOUDED DESIRE - PART 2: THE TABOO PRESCRIPTION	E.M. Smart	2015-05-11	English	0.0	0	0						
16766711	Italian/English Business Glossary	Vincent Edwards	1997-05-08		0.0	0	0						
35772406	Damn, You Make 94 Look Good: Birthday Memory Book, Birthday Journal Notebook for 94 Year Old Men, 7 X 10, 120 Blank Pages	NOT A BOOK	2017-06-26		0.0	0	0						
25791333	Russian girls' picture book: let you see Russian girls ' beauty	gung yu chen	2014-01-26	English	0.0	0	0						
20665532	The Epistle of Paul the Apostle to the Hebrews	Saint Paul the Apostle	1999-01-01		5.0	1	0						
28933153	Genghis Khan	Harold Lamb	1927-10-31	English	4.67	3	0						
529761	Islam in World Cultures: Comparative Perspectives	R. Michael Feener	2004-10-26	English	5.0	1	0						
6375360	Marwan: The Autobiography of a 9/11 Terrorist	Aram Schefrin		English	3.33	6	1						
33483550	Lavender Dreams	Diana Sue Wellspring	2017-03-14	English	3.41	27	14						
33217784	Les Microbes de L'Eau de Vichy. Source Grande-Grille. NumaRation, Description Tome 2	François Poncet			0.0	0	0						
13601843	Below the Salt	Thomas B. Costain	1957-10-31		4.06	588	50	Historical	Historical Fiction	Fiction	391	6	5
2067312	آئین زندگی	کارنگی			3.25	4	1						
1082741	Great War at Sea: 1914-1918	Richard Hough	1983-10-31	English	3.84	94	7						
19713843	Palmer Hall	Laverne Zocco		English	0.0	0	0						
6038820	Rosa Parks	Wil Mara	2003-10-31	English	4.13	16	6						
22472804	Vagabond, Tome 36	Takehiko Inoue	2013-10-23	French	4.39	169	5						
16635505	Ramin Rahimi	Jesse Russell	2012-02-07		0.0	0	0						
32111532	Reports of Practice Cases, Determined in the Courts of the State of New-York  with a Digest of All Points of Practice Embraced in the Standard New-York Reports Issued During the Period Covered by This Volume; Volume 4	Benjamin Vaughan Abbott			0.0	0	0						
25118358	SE FIEL A QUIEN TÚ ERES: Una reflexión personal sobre cómo ser auténtico	Martha Sánchez Llambí	2012-07-31	English	0.0	0	0						
18903380	Liebe ist Finsternis	Caroline Hanson		German	3.76	6119	446	Paranormal	Vampires	Fantasy	5303	435	48
30065043	3 e 15	Eduardo de Souza Caxa	2016-04-02	English	4.5	8	5						
14440197	The Spiritual Transformation of a Rational Man	William Pappas	2000-11-01	English	0.0	0	0						
23917965	A Yuletide Invitation	Christine Merrill	2008-11-14		3.33	6	0						
7885858	Employment & Labor Law	Patrick J. Cihon	1998-07-17	English	3.38	8	0						
27347169	Philosophical Magazine and Journal: Comprehending the Various Branches of Science, the Liberal and Fine Arts, Agriculture, Manufactures and Commerce	Anonymous	2015-09-07		0.0	0	0						
