id	title	orig_title	author	language	published	avg_rating	ratings_count	review_count	genre_1	genre_2	genre_2	to_read	currently_reading	favorites
24675020	Cleaning And Organizing In Only 7 Days: Box Set #4: The Complete Extensive Guide On How To Clean And Organize Your Home: In 7 Days DIY.		7 Day Guides	2015-01-22	English	2.0	1	0						
1384053	Nade	Nade	Ketil Bjørnstad	1998-01-01		4.0	3	0						
26483989	Managing Your Whole Life		Marian Ruderman	2014-10-03		0.0	0	0						
12752982	The Master of the World	Maître du monde	Jules Verne	1904-10-31		3.47	1774	111	Science Fiction	Classics	Fiction	188	57	5
13742368	Houghton Mifflin Discovery Works: Consumable Kit Unit C Level 2		Houghton Mifflin	1990-01-01	English	0.0	0	0						
23229236	The Royal Navy & the Peruvian-Chilean War 1879-1881: Rudolf de Lisle's Diaries & Watercolors	ROYAL NAVY AND THE PERUVIAN-CHILEAN WAR 1879 - 1881, THE: Rudolf de Lisle's Diaries and Watercolors	Gerard de Lisle	2008-05-31		4.0	3	2						
28717544	Proceedings of the Royal Society of Edinburgh, Volume 26		Royal Society of Edinburgh	2015-10-22		0.0	0	0						
22270768	Transforming Anger: The Heartmath Solution for Letting Go of Rage, Frustration, and Irritation	Transforming Anger: The HeartMath Solution for Letting Go of Rage, Frustration, and Irritation	Doc Childre	2003-01-01		3.95	37	2						
30936975	Report		Boston (Mass ) Transit Commission	2016-05-17		0.0	0	0						
23325636	The Adventures of Matt, Crowbar and Shane in the Lost City by the Bay		Anthony M. Manno Jr.	2013-11-23		0.0	0	0						
28484335	cyokottonohimatubushikinoko		masakamaezou	2015-12-27	English	0.0	0	0						
2751122	L'ora senz'ombra	La hora sin sombra	Osvaldo Soriano	1995-10-31	Italian	3.76	83	5						
33430579	Religiao Em Porto Alegre: Bispos E Arcebispos de Porto Alegre, Igrejas de Porto Alegre, Arquidiocese de Porto Alegre, Alfredo Vicente Scherer		Fonte Wikipedia	2011-06-24		0.0	0	0						
25386472	Dödstid		Stig Strömholm	1991-10-31	Swedish	3.0	1	0						
23621558	The Back Of The Turtle	The Back of the Turtle	Thomas King	2014-08-12	English	4.07	1488	201	Fiction	Cultural	Canada	2176	4	8
10202139	ضل راجل ولا ضل حيطة .... مدونات اميرة بهي الدين		أميرة بهي الدين	2010-01-31		4.0	4	1						
25627149	New Friend True Friend		Ruth Nott	2015-05-25		0.0	0	0						
15474380	The Way to Practice the Lord's Present Recovery		Witness Lee	1989-03-01	English	0.0	0	0						
33354820	Translation of Select Speeches of Demosthenes: With Notes		Charles Rann Kennedy	2016-12-10		0.0	0	0						
36334975	Der Schatten aus der Zeit		H.P. Lovecraft	2007-10-31	German	4.0	1	0						
31271531	Arbitrage Pricing Theory		Arango Restrepo Carlos Daniel	2014-09-30		0.0	0	0						
26922155	Ocular Therapeutics According to the Most Recent Discoveries		Dr a Darier	2015-09-27		0.0	0	0						
20724182	Curious George Goes Camping	Curious George Goes Camping	Margret Rey	1990-10-01		4.05	1441	60	Childrens	Picture Books	Childrens	229	10	2
7413163	Politics And Science In The Bush Administration		Barry Leonard			0.0	0	0						
16132229	Zagubione dziewczęta	Lost Girls	Alan Moore	2006-10-31	Polish	3.59	4833	465	Sequential Art	Graphic Novels	Sequential Art	3485	133	38
9911894	Variable Winds at Jalna	Variable Winds at Jalna	Mazo de la Roche	1954-01-01	Danish	3.92	180	5						
34687780	Volver al amor	Volver al amor	Amanda Román	1982-10-31	Spanish	0.0	0	0						
1214722	Bride of the Tiger	Bride of the Tiger	Heather Graham Pozzessere	1987-10-31	English	3.5	113	7						
25758720	El Pequeño Vampiro	Der kleine Vampir	Angela Sommer-Bodenburg			4.01	3407	136	Fantasy	Childrens	Paranormal	900	31	21
24127161	UFOs and ALIENS: Should You Be Afraid?		John Philip Hunter	2014-07-07	English	0.0	0	0						
1411560	Anne of Green Gables: Adapted for younger readers		Shelley Tanaka	1998-02-09	English	4.5	8	1						
30397693	English Cyclopaedia, a New Dictionary of Universal Knowledge Volume 2		Charles Knight	2015-09-27		0.0	0	0						
8506892	Number The Stars	Number the Stars	Lois Lowry	1989-10-31		4.11	346571	10535	Historical	Historical Fiction	Fiction	7572	1572	1848
32295579	Tomese En Serio y Diviertase: Agenda Para El Desarrollo Humano		Ana P Perez	2016-09-19		0.0	0	0						
24157632	O amante	L'Amant	Marguerite Duras	1984-09-01	Portuguese	3.75	25486	1725	Fiction	Cultural	France	18135	515	388
13784145	Life Skills Health Workbook Answer Key		AGS Secondary	2006-06-01	English	0.0	0	0						
26892119	Louise Trapeze Is Totally 100% Fearless		Micol Ostow	2015-07-28	English	3.71	82	18						
22341406	Kelly Hu 133 Success Facts - Everything You Need to Know about Kelly Hu		Nancy Bowman	2014-05-12		0.0	0	0						
15228852	Let's Go 3: Audio CD		Karen Frazier	2003-11-13	English	0.0	0	0						
3073126	Seeing the Getty Gardens: A Souvenir Book	Seeing the Getty Gardens: A Souvenir Book	J. Paul Getty Museum	1998-01-01	English	4.5	2	0						
28825436	The Book of Exodus for Beginners		James Adams	2016-01-18		0.0	0	0						
10801538	Anne Frank: La biografia a fumetti	Anne Frank: The Anne Frank house authorized graphic biography	Sid Jacobson	2005-12-15	Italian	4.15	1961	260	Sequential Art	Graphic Novels	Biography	21		15
36239722	Искусство превосходного владения мечом		Франческо Альфиери	2017-10-31	Russian	5.0	1	0						
34662582	Michael Strunge: Digtning og virkelighed		Peter Rewers	2015-11-17		0.0	0	0						
25651505	Harold And The Gun Vacuum		Colin Morris	2013-02-12	English	0.0	0	0						
21743851	Most Sacred Heart		Katryn Ali	2012-08-15		0.0	0	0						
34152825	Bang! Bang! Bang!		Piquette Fontaine	2017-02-05		0.0	0	0						
33485172	He Fu: Dai, Dai Liu, Fundoshi, XI O Xiu, Yue Zh Ng K N, Jie Cheng Chou, Liu Ch K N, Ku, Zhi Chui, Ping N Zhu Ng Shu, Xino Se Mu, Shi Dai		S. Su Wikipedia	2011-09-07		0.0	0	0						
12998464	Mirror in my house: The autobiographies of Sean O'Casey		Seán O'Casey			0.0	0	0						
34422643	The Boston Musical Institute's Collection of Church Music: Comprising a Great Variety of Psalm and Hymn Tunes, Anthems, Chants, Sentences, and Other Set Pieces; Original and Selected from the Most Eminent Composers		Thomas Comer	2017-03-29		0.0	0	0						
25055267	Notes and Quotes: On the Origin of the Ritual and Early Years of the Order of Patrons of Husbandry		C. Jerome Davis	1974-08-26	English	0.0	0	0						
328997	Sex and Love Addicts Anonymous	Sex and Love Addicts Anonymous	Augustine Fellowship	1986-06-30	English	4.16	32	3						
33342065	Piercing the Corporate Veil in Latin American Jurisprudence: A Comparison with the Anglo-American Method		Jose Maria Lezcano	2015-12-14		0.0	0	0						
26977503	The History of the Forty-Eighth Regiment: New York State Volunteers, in the War for the Union; 1861-1865		Abraham J Palmer	2015-09-27		0.0	0	0						
29708499	Do-Nothing Days		Charles Montgomery Skinner	2010-02-08		0.0	0	0						
25020794	Swallow This: Serving Up the Food Industry's Darkest Secrets	Swallow This	Joanna Blythman	2015-01-01		3.78	278	48	Nonfiction	Food and Drink	Food	424	34	
21760358	The Cuckold and the Banker		A. Oakfield	2013-09-11		0.0	0	0						
8381309	Joaquin Jorda: La Mirada Lliure		Laia Manresa		Catalan; Valencian	0.0	0	0						
11171456	three angels plus		maria jiclyn	2007-05-31	Indonesian	3.0	1	0						
21618525	Healing With Chi Energy		Victoria Gallagher	2012-03-07		0.0	0	0						
25773526	Biarritz, Pau & The Basque Country		Armand Praviel	1927-10-31	English	3.0	1	0						
6266541	A Blow for Liberty	A Blow for Liberty	Stephen W. Meader			4.27	15	2						
22002642	Studien Zur Theorie Der Quadratischen Formen		B.L. van der Waerden	1968-01-01		0.0	0	0						
25521685	Summer Hearts: 6 Summer Tales of Sweet Romance		Debby Lee	2015-05-20	English	4.2	5	3						
22051983	Belshazzar's Daughter: A Novel of Istanbul	Belshazzar's Daughter	Barbara Nadel	1999-01-01	English	3.5	871	112	Mystery	Mystery	Crime	856	12	2
11591113	Basket Making for Fun & Profit		Anonymous	2011-02-28		0.0	0	0						
17401381	Kasia Bosacka cudnie chudnie. Żegnaj pulpecie		Katarzyna Bosacka	2013-10-31	Polish	3.13	15	2						
3940152	Het lot van de eenhoorn: gedichten	Het lot van de eenhoorn: Gedichten	J.A. Deelder	1997-10-31		3.25	4	0						
6582612	Mein Traum von Indien: Mit dem Rollstuhl von Kalkutta bis zur Quelle des Ganges	Mein Traum von Indien: Mit dem Rollstuhl von Kalkutta bis zur Quelle des Ganges	Andreas Pröve	2006-01-01		5.0	2	0						
31449138	108 contos e parábolas orientais		Monja Coen	2015-11-30	Portuguese	4.33	18	3						
8792580	Sogni d'inverno	Sogni d'inverno	Rosetta Loy	1992-10-31	Italian	3.0	12	0						
4549455	Straight Talk on Everyday Mysteries	Straight talk on everyday mysteries	Queena N. Lee-Chua		English	0.0	0	0						
31130024	The Practice of the Church Life according to the God-ordained Way		Witness Lee	1996-03-01	English	0.0	0	0						
12298632	Catalogue of the books, manuscripts, works of art, antiquities and relics at present exhibited in Shakespeare's birthplace; with 61 illustrations		Shakespeare Birthplace Trust	2010-08-19		0.0	0	0						
32631302	Magyar Regenyirok Kepes Kiadasa. Szerkesztette Es Bevezetesekkel Ellatta Mikszath Kalman; 28		Kálmán Mikszáth	2016-08-27		0.0	0	0						
15966234	Pygmy Tarsier		Jesse Russell	2012-03-03	English	0.0	0	0						
13597138	بين-بين	بين-بين	عبد السلام بنعبد العالي		Arabic	3.33	6	1						
33859502	Trusting Fate		Danielle    Nelson	2017-01-11	English	4.0	2	0						
22968128	Political Islam: The Logic of Governance in Sudan		Ahmed Elzobier	2014-08-08		0.0	0	0						
15950505	October Men	October Men	Anthony Price	1973-01-01	English	3.72	75	0						
26913761	Autobiography of Mrs. Laura Dickey and Choice Miscellaneous Selections		Laura Dickey	2015-09-27		0.0	0	0						
372216	Joan Crawford: The Last Word	Joan Crawford: The Last Word	Fred Lawrence Guiles	1995-01-01	English	3.62	34	2						
33018013	Skibsbogen		Joe Kaufman	1965-01-01	Danish	3.0	3	0						
29325752	Muumipeikko herää	Muumipeikko herää	Riina Kaarla	2010-10-31	Finnish	2.5	2	1						
27495775	Bachelor's Theses		University of Wisconsin--Madison Colleg	2015-09-16		0.0	0	0						
34951809	baasan ga jiisan ni tsukuru shokutaku ni		Okanishi Yoshiaki	2017-03-30		0.0	0	0						
34827608	Ich fordere Gerechtigkeit / Skandal um Nausikaa: Zwei C.V.T. Romane in einem Band		Hans D. Stöver	2016-10-01		0.0	0	0						
22111873	In Pursuit of a Princess	In Pursuit of a Princess	Donna Clayton	2002-04-30		3.31	13	1						
30398994	School of Dragons		Waleed Al Tahafi	2016-04-30		0.0	0	0						
25280470	BRITNEY SPEARS: In Her Own Words: Britney Spears Quotes		Peter  Jennings	2015-03-30	English	5.0	1	0						
8780537	Eating with Fierce Kindness: A Mindful and Compassionate Guide to Losing Weight		Sasha Loring	2010-12-01	English	3.95	39	4						
21079041	English poems by a Cuban.		Alejandro Roque Glez	2011-05-07	English	0.0	0	0						
21571256	Badinerie Pure sheet music for Bb instrument and soprano saxophone by Johann Sebastian Bach. Duet arranged by Lars Christian Lundholm		Pure Sheet music	2012-01-11		0.0	0	0						
30048706	Mi sueño secreto		Flor de Mayo		Spanish	0.0	0	0						
11749380	Oversight of the Legal Services Corporation, 1984: hearing before the Committee on Labor and Human Resources, United States Senate, Ninety-eighth Congress, second session, on review of the Corporation's documents to ascertain whether there are any proble		(United States) Congress: Senate: Committee on Labor and Human Resources			0.0	0	0						
10288637	Twelve Pieces of Moderate Difficulty. No. 8. Valse		Pyotr Ilyich Tchaikovsky		English	0.0	0	0						
35278041	Edge Of Truth		Brynn Kelly	2017-06-01		4.16	70	36						
15515343	Exilio: Entre Raizes E Radares		Denise Rollemberg		Portuguese	0.0	0	0						
26829126	Deckhand: Life on Freighters of the Great Lakes	Deckhand: Life on Freighters of the Great Lakes	Nelson Haydamacker	2009-02-24	English	3.75	20	5						
2190689	The Microchipz Adventures	The Microchipz Adventures	Michelle Klein	2007-10-18		0.0	0	0						
8579981	Every Woman's Got a Secret	Every Woman's Got a Secret	Brenda L. Thomas	2006-12-07	English	4.19	69	8						
20012947	Fantasy: The Liberation of Imagination	Fantasy: The Liberation of Imagination	Richard Mathews	1997-10-31	English	3.59	29	2						
1987929	Memahami Reformasi Perpajakan 2000	Memahami reformasi perpajakan 2000	Indra Ismawan			0.0	0	0						
14385775	A Comparison of Methods for Determining the Respiratory Exchange of Man		Thorne Martin Carpenter	2009-11-27	English	0.0	0	0						
652514	The Illusion of Life 2	The Illusion of Life 2	Alan Cholodenko	2007-05-29	English	2.5	2	0						
8737968	Knowledge Economies: Organization, Location and Innovation		Wilfred Dolfsma	2008-01-01	English	0.0	0	0						
21586677	21st Century Adult Cancer Sourcebook: Esophageal Cancer  - Clinical Data for Patients, Families, and Physicians		Progressive Management	2011-10-06		0.0	0	0						
30078587	Hardcore Rockstar		Tia Siren	2016-05-01	English	3.38	16	1						
21195452	Forbidden Fruit		Polly J. Adams	2012-03-27	English	3.04	27	4						
3379194	Bagatelle	Louisiane	Maurice Denuzière	1977-04-01	French	3.77	39	4						
25512809	A Capital Offense	A Capital Offense	Gary E. Parker	1998-02-01	English	3.75	8	3						
9621525	The Declaration of Independence		Thomas Jefferson	1776-07-31		4.6	2534	121	History	Reference	North American Hi...	467	552	18
21361744	Video Game Addiction Worldwide		James Cousineau	2013-11-15	English	5.0	1	0						
8512761	Every Secret Thing		Marie Munkara	2009-08-31	English	3.96	56	14						
22997260	Politica Ambiental E Comunidades Ribeirinhas Na Amazonia		De Melo Lira Talita	2014-07-21		0.0	0	0						
1308668	Natalie Wood	Natalie Wood: A Life	Gavin Lambert	2004-01-01	English	3.51	218	16	Biography	Nonfiction		128	4	1
28779309	An Instrument in Humanity: A caregiver's story		Deborah Joy Leadingham-Baskall	2016-01-20	English	0.0	0	0						
36499991	My Husband’s First Man Erotica Bundle		JD Anders	2017-10-27		0.0	0	0						
28941402	0 to 30: Putting the Juvenilia Before the Horse		Adam Woods	2016-01-31	English	0.0	0	0						
19488624	Halloween Sexorgie		Nicole Kirschberg	2013-06-30	English	0.0	0	0						
33545088	Gulliver'S Travel	Gulliver’s Travels	Jonathan Swift	1726-10-28	English	3.56	191168	4058	Classics	Fiction	Fantasy	84103	5584	477
32280181	Uma	RASL #5-11	Jeff Smith	2011-10-31	French	2.0	1	0						
1251269	Tha New Mawd.Rn A.Maar.I.Kn Lang.Gwij: Fow.Net.Ik Speech   Spel.Ing & Prow.Nun.See.Aa.Shn Dik.Sha.Naar.Ee A K Ferst A.Dish.N	Tha New Mawd.Rn A.Maar.I.Kn Lang.Gwij: Fow.Net.Ik Speech - SPeL.Ing & Prow.Nun.See.AA.SHn Dik.Sha.NaaR.Ee A-K Ferst A.Dish.N	M. Shestek	2005-04-01	English	0.0	0	0						
13763227	The End of the Roman Republic, 146 to 44 BC: Conquest and Crisis		Catherine Steel	2013-01-01	English	3.6	5	0						
29220098	Spanking in the New Year: A Strict Wife Tale		Rebecca Lawson	2016-02-16	English	4.33	3	1						
17026575	Geno Ford		Jesse Russell	2012-06-03		0.0	0	0						
5349491	The Whale's Song	The Whales' Song	Dyan Sheldon	1990-10-31	Vietnamese	4.36	313	40	Childrens	Picture Books	Childrens	135	3	6
30362228	医学免疫学与微生物学实验指导		林巧爱	2006-01-01	English	0.0	0	0						
35104655	Washed Away: Horizons Series		Alex Tamayo	2016-05-25		0.0	0	0						
31949146	Too Bad!		Isaac Asimov	1989-11-30	English	2.89	9	2						
5584840	Partnerships for Lifelong Learning	Partnerships for Lifelong Learning (Professional Growth Series)	Lesley S.J. Farmer	1999-01-01	English	0.0	0	0						
23632591	Testimonio de Manuel Hedilla		Manuel Hedilla	1972-10-31	Spanish	0.0	0	0						
25377287	1st Panzer Division 1935-1945		Atenas Editores Asociados	2015-04-14	English	0.0	0	0						
7668450	In The Company Of Liars	In The Company Of Liars	David Ellis	2005-04-28	English	3.69	581	89	Thriller	Mystery	Fiction	34	14	2
86876	Lilith A and Lilith, 1896: A Duplex	Lilith: A Romance	George MacDonald	1895-11-27	English	3.9	4626	395	Fantasy	Fiction	Classics	111	19	58
18101379	Searching for Blood		Meredith Millen	2013-07-30		4.0	1	0						
29633483	Narrative of Services in the Liberation of Chili, Peru and Brazil,: from Spanish and Portuguese Domination, Volume 1		Earl of Thomas Cochrane Dundonald	2016-03-05	English	0.0	0	0						
27723914	Delicious Empanada Cookbook: 30 Amazing Empanada Recipes		Gordon Rock	2015-07-03		3.67	3	1						
25117711	42nd Street Rondo - Score		Wayne Siegel	2011-08-21	English	0.0	0	0						
295164	Sylvia Plath, the Critical Heritage	Sylvia Plath: The Critical Heritage (Critical Heritage Series)	Linda Wagner-Martin	1988-01-01	English	3.0	2	0						
22965547	Invisible Helpers	Invisible Helpers	Charles W. Leadbeater	2010-06-25		3.89	54	6						
32891798	The Simpsons of Rye Top, Cumberland Valley, Pennsylvania		Elizabeth Simpson Bladen	2016-11-04		0.0	0	0						
22130283	If Wishes Were Husbands		Elizabeth Kyne	2011-01-01	English	3.25	24	10						
20541358	Unfolding of Systems of Inductive Definitions		Ulrik Torben Buchholtz	2013-12-06		0.0	0	0						
14800288	Approaches to the Theory of Optimization		J. P. Ponstein	1980-11-20	English	0.0	0	0						
21718012	How I Cured my Gallstones		Declan Pritchard	2013-02-25		0.0	0	0						
27802427	+/- 100 calorias pratos principais		Various		Portuguese	3.0	1	0						
28889259	Journal of the Academy of Natural Sciences of Philadelphia		Academy of Natural Sciences of Philadelphia	2015-10-20		0.0	0	0						
22735605	Monkey Shines Book-24 Ornery Critters!		Gary Moore	2013-09-05	English	0.0	0	0						
11803386	International Perspectives on the Governance of Higher Education: Alternative Frameworks for Coordination		Jeroen Huisman	2009-02-05	English	0.0	0	0						
5828740	Other Lisa	Other Lisa	Maxine Bolt	1987-12-01		0.0	0	0						
36396961	Sivas - Kayseri: Türkiye’nin En Büyük Futbol Faciası		Kenan Başaran	2017-10-31	Turkish	3.0	1	0						
494921	A Book of Good Advice	A Book of Good Advice	Rudolph Brasch	1993-10-31	English	0.0	0	0						
33779543	Holistic and Medical Treatment Options for Chronic Bladder and Interstitial Cystitis Pain: All-Inclusive Guide Walk You Through Diagnosis, Symptoms, Treatment Options for IC from Alternative Treatment, Scaling Up to Medical Intervention Covering Array ...		Kinnari Trivedi	2017-01-01		0.0	0	0						
21966434	Travel Journal Peru		NOT A BOOK	2014-01-15		0.0	0	0						
30856468	The Theory and Practice of Phrase-Writing		William Wesley Osgoodby	2016-06-24		0.0	0	0						
36033146	Rob Roy; Vol. II		Walter Scott	2017-07-21		0.0	0	0						
31056521	Electric Incandescent Lighting		Edwin James Houston	2015-06-24		0.0	0	0						
25943804	Thomas Railway Series Boxed Set		Wilbert Awdry	2015-01-29	English	4.5	2	1						
28463802	Peccant: Crucify		B L Bryant	2014-10-14		0.0	0	0						
36477715	Cambodian Hellhole		Stephen Mertz	2017-10-23		5.0	1	1						
21248878	The Green Book A Story for the Adopted Child		Robert Ruisi	2012-10-17	English	0.0	0	0						
32680607	500 Deadly Miles		Scott Riley	2016-10-06		0.0	0	0						
148203	Vineland Papers: Critical Takes on Pynchon's Novel	The Vineland Papers: Critical Takes on Pynchon's Novel	Geoffrey Green	1994-01-01	English	3.94	16	2						
1889573	To Serve and Submit	To Serve and Submit	Susan   Wright	2006-04-04	English	3.27	308	33	Fantasy	Adult Fiction	Erotica	206	5	2
35922790	The Enchanted Castle	The Enchanted Castle	E. Nesbit	1907-10-31	English	3.85	6406	456	Fantasy	Classics	Childrens	7340	485	60
27702995	O Que Fazem Mulheres	O Que Fazem Mulheres	Camilo Castelo Branco	1983-01-01		3.67	63	11						
27075935	The Irish Ecclesiastical Record, Vol. 3: A Monthly Journal		Society of Clergymen	2015-09-27		0.0	0	0						
24569370	Exotic Thai Ladyboy - Book #74		Johnny Johnny	2015-01-12	English	0.0	0	0						
6373332	Les saisons de moscou : 1933-1990 : racontées à Claude Kiejman	Les saisons de moscou : 1933-1990 : racontées à Claude Kiejman	Lilianna Lungina			2.67	3	0						
34274595	Basteln Und Experimentieren Fur Kinder: Experimente Rund Ums Wasser		Wichtel Media	2017-01-25		0.0	0	0						
34218652	CompTIA Server + 2017: The Crammer's Ultimate Exam Prep!		Alexa Training Solutions	2017-02-05		0.0	0	0						
16461461	Accuracy of Spatial Databases		M.F. Goodchild	1989-12-06		4.0	1	0						
36149833	Civicrazia		Stefania Ravazzi		Italian	4.0	1	0						
18987099	Ghost Rider: Travels on the Healing Road	Ghost Rider: Travels on the Healing Road	Neil Peart	2002-10-31		4.08	3190	364	Nonfiction	Travel	Biography	647	94	26
3559735	Da Vinci's Bicycle	Da Vinci's Bicycle: Ten Stories (New Directions Classics)	Guy Davenport	1979-10-31	English	4.25	73	8						
7595468	Palestinians Under Occupation: Prospects For The Future	Palestinians Under Occupation: Prospects for the Future	Peter F. Krogh	1989-01-01	English	0.0	0	0						
26366829	Mathematical Models with Singularities: A Zoo of Singular Creatures		Pedro J Torres	2015-02-04		0.0	0	0						
9720545	Nuclear Structure 2 Volume Set		Aage Bohr	1998-01-15	English	4.5	2	0						
27564241	The Little Black Cloud Called Harold		Les Bullis	2014-11-22		0.0	0	0						
5074945	Applied Heat for Engineers	Applied heat for engineers,	Jean Baptiste Octave Sneeden	1969-10-31	English	0.0	0	0						
20587060	The Horizon Division		Chad Cowgill	2014-01-17	English	0.0	0	0						
20281367	Notes from My Bible; From Genesis to Revelation		Dwight L. Moody	2002-08-31		4.83	6	0						
16967346	Mr. Monk and Philosophy		D.E. Wittkower	2010-10-31		3.69	32	4						
17753328	Emily Post's Table Manners for Kids	Emily Post's Table Manners for Kids	Cindy Post Senning	2009-10-31		3.86	22	5						
13742659	McDougal Littell Language of Literature: Vocabulary and Spelling Book Grade 6		McDougal Littell	2001-06-26	English	0.0	0	0						
23650291	Gcse English Literature for Aqa an Inspector Calls Student Book		Jon Seal	2015-04-30		3.0	1	0						
15608261	Principles & Practices in Diagnosing Schizophrenia		A. Pakaslahti		English	0.0	0	0						
29476367	Détox: Recettes Détox Faciles à Faire		Stéphanie Dion	2016-03-04	English	1.0	1	0						
3772035	Strategic pricing: Protecting profit margins from inflation	Strategic pricing: Protecting profit margins from inflation (An AMA management briefing)	C. Daniel Bergfeld	1981-01-01		0.0	0	0						
13089514	La Gilda del Mac Mahon	La Gilda del Mac Mahon	Giovanni Testori	1959-10-31	Italian	3.35	17	0						
1703668	Legends & Lairs: Portals & Planes	Legends & Lairs: Portals & Planes	Fantasy Flight Games	2003-10-20	English	3.38	8	0						
852210	Saint Mudd	Saint Mudd	Steve Thayer	1988-10-31	English	3.79	232	21	Mystery	Fiction	Historical	112	2	1
29118717	Hydraulic Tables; The Elements of Gagings and the Friction of Water Flowing in Pipes, Aqueducts, Sewers, Etc. as Determined by the Hazen and Williams Formula and the Flow of Water Over Sharp-Edged and Irregular Weirs, and the Quantity Discharged, as Deter		Allen Hazen	2015-12-04		0.0	0	0						
27459623	Making a Water Garden		William Tricker	2009-01-27		0.0	0	0						
12320264	Operations		William S. Wallace	2008-10-28		0.0	0	0						
36452915	Lies Sleeping		Ben Aaronovitch		English	0.0	0	0						
22339283	Playing By The Book		S. Chris Shirley	2014-02-16	English	3.82	114	38						
419731	The Poetry of D. H. Lawrence: Texts and Contexts	The Poetry of D.H. Lawrence: Texts and Contexts	Ross C. Murfin	1983-10-31	English	2.0	1	0						
20585543	Frankenstein Thrift Study Edition	Frankenstein; or, The Modern Prometheus	Mary Wollstonecraft Shelley	1818-10-31		3.76	901384	20680	Fiction	Horror	Science Fiction	135		5980
19306408	'You'll Get Over It': The Rage of Bereavement	You'll Get Over It	Virginia Ironside	1996-01-01	English	3.83	63	8						
20493291	Fascinating San Francisco		Andrew Y. Wood	2009-10-04	English	3.0	2	0						
32741015	Val-D'Oise: Elections Cantonales de 2011 Dans Le Val-D'Oise, Liste Des Films Tournes Dans Le Val-D'Oise, Mirapolis		Source Wikipedia	2011-08-25		0.0	0	0						
30017044	The Graced Woman: A Thirty-One-Day Devotional for Women		Judith C Matthews	2016-04-19		0.0	0	0						
17859421	Heart of the Country: A Novel	The Heart of the Country	Fay Weldon	1986-01-15		3.55	248	22	Fiction	Literary Fiction	Novels	127	5	1
12323611	Gilbert Gurney		Theodore Edward Hook	2007-11-01		4.0	1	0						
18863099	Our Daily Bread October/November/December 2013 - Enhanced Edition		Our Daily Bread Ministries	2013-09-16	English	4.5	22	0						
19408	The Autobiographies	Memoirs of My Life	Edward Gibbon		English	4.2	81	16						
21029157	The Devil's Bargain	The Devil's Bargain	Robyn Donald	2001-08-31	English	3.09	45	5						
9612318	الارتباط الزمني والعقائدي بين الأنبياء والرسل	الارتباط الزمني والعقائدي بين الأنبياء والرسل	محمد وصفي	1997-01-01	Arabic	4.0	4	1						
17720949	To the Stoning: Leftist Erotica		Patrik Sampler	2012-01-01	English	3.5	12	5						
11182914	Computational Surface and Roundness Metrology		Balasubramanian Muralikrishnan	2008-10-01	English	0.0	0	0						
32048908	The Case of the Empty Tin	The Case of the Empty Tin	Erle Stanley Gardner	1941-10-31		3.72	505	26	Mystery	Fiction	Mystery	136	18	2
1238734	The Village	The Village	Marghanita Laski	1952-10-31	English	4.08	166	24						
21464796	Children of Shadows		Joleene Naylor	2014-01-01	English	4.59	29	7						
35087473	L'Assaut de Brest		Alix de Carbonnieres	2017-06-11		0.0	0	0						
18255399	Official Record from the War Department, of the Proceedings of the Court Martial Which Tried, and the Orders of General Jackson for Shooting the Six M		U.S. Department of War	2012-02-01		0.0	0	0						
29655400	Shirley Jackson: A Rather Haunted Life	Shirley Jackson: A Rather Haunted Life	Ruth Franklin	2016-09-27		4.23	905	224	Biography	Nonfiction	Biography Memoir	6711	178	8
18919220	Tales of the Fear Agent	Tales of the Fear Agent	Rick Remender	2008-05-14	English	3.5	162	9						
31276262	خزان عشق		مهرداد ترابی			2.0	1	0						
28464663	A Farmer Went Trotting		Randolph Caldecott	2015-06-09	Multiple languages	0.0	0	0						
18148843	War and State Formation in Syria: Cemal Pasha's Governorate During World War I, 1914-17		Talha Cicek	2013-08-12		5.0	1	0						
16771779	Evidence-Based Medicine		Al Mooney	2004-01-01		0.0	0	0						
25958517	Learning to love each other again		Toni Kay Rittenhouse	2013-10-17	English	0.0	0	0						
33434	The Architects of Hyperspace	The Architects of Hyperspace	Thomas R. McDonough	1987-12-31	English	3.51	39	4						
18569220	Manhattan at Mid-Century: An Oral History		Myrna Katz Frommer	2013-09-06		4.0	6	0						
27005404	The Canadian and Ordovician Formations and Fossils of South Manchuria		Riuji Endo	2015-09-27		0.0	0	0						
4526893	The Grammatical Basis of Linguistic Performance: Language Use and Acquisition	The Grammatical Basis of Linguistic Performance: Language Use and Acquisition (Cognitive Theory and Mental Representation)	Robert C. Berwick	1986-02-26	English	0.0	0	1						
9823035	Azrael, Vol. 2: The Killer of Saints		Fabian Nicieza	2011-04-05	English	2.89	9	1						
20040819	The Three Dimensions of Domestic Violence		Mangal Dan Dipty	2010-01-01	English	0.0	0	0						
11276081	The Journey to Nura		Ron Stanislaus	2003-11-01	English	0.0	0	0						
12024766	Vodka-Flavored Tears		Tim Hillegonds	2011-10-31	English	4.71	7	2						
16112432	Anna Eleanor Roosevelt: The Evolution of a Reformer		James R. Kearney			0.0	0	0						
31026806	The Alaska Frontier		Thomas Willing Balch	2015-09-27		0.0	0	0						
12282600	Effects of winglets on a first-generation jet transport wing. 7: Sideslip effects on winglet loads and selected wing loads at subsonic speeds for a full-span model		Robert R. Meyer			0.0	0	0						
